Id,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10
633,0,0,1,1,0,0,0,1,1,0
634,1,0,0,1,0,1,0,1,0,0
635,0,1,0,0,0,1,1,1,1,1
636,0,0,1,1,0,0,0,1,1,1
637,1,0,0,0,0,1,1,1,0,0
638,0,0,0,1,0,1,0,0,0,1
639,1,0,1,0,1,0,0,1,0,1
640,0,1,1,0,0,0,1,1,1,0
641,0,0,1,1,1,0,0,0,1,1
642,0,1,1,0,1,1,0,0,0,1
643,1,0,0,1,1,1,0,1,1,1
644,1,1,0,0,1,1,1,1,0,1
645,0,1,1,1,0,0,0,0,1,0
646,0,0,0,1,0,0,0,0,1,1
647,0,0,1,1,0,1,0,0,0,0
648,1,0,1,1,0,1,0,1,1,0
649,0,1,1,1,1,0,1,1,1,1
650,0,0,0,0,0,0,1,0,1,1
651,0,0,1,0,1,1,1,1,0,1
652,0,1,1,1,0,0,1,1,1,1
653,1,0,1,1,1,0,1,0,0,0
654,0,1,0,0,1,0,0,1,0,0
655,0,0,0,1,0,0,1,1,0,0
656,0,1,1,1,1,1,0,1,1,0
657,0,0,1,0,0,0,0,0,0,1
658,1,1,1,1,0,1,1,0,1,1
659,0,1,1,0,0,1,0,1,0,1
660,0,1,0,0,1,1,1,1,0,0
661,0,0,1,1,0,1,0,0,0,1
662,1,0,1,0,0,1,0,1,0,1
663,1,0,1,0,1,0,1,1,1,1
664,1,0,1,1,0,1,0,0,0,1
665,1,0,1,1,1,1,1,0,0,1
666,0,1,0,0,0,1,0,1,0,1
667,0,1,1,1,1,0,1,0,1,1
668,1,1,1,1,1,0,1,0,1,0
669,1,0,1,0,1,1,0,0,1,1
670,0,0,0,1,1,1,0,0,0,1
671,1,0,0,1,0,0,0,1,0,1
672,1,1,1,1,1,1,1,1,1,1
673,1,1,1,0,0,0,1,0,0,0
674,0,1,0,1,0,1,0,1,1,0
675,0,0,1,0,1,1,0,0,0,0
676,0,0,0,0,1,0,0,1,0,1
677,0,1,1,1,0,1,1,0,0,1
678,1,0,1,1,0,0,1,1,0,1
679,1,0,1,0,0,1,1,1,0,1
680,0,0,0,0,1,1,1,0,0,1
681,0,0,0,1,1,1,1,1,1,0
682,1,1,1,0,1,1,0,1,0,1
683,1,0,0,1,0,1,1,1,0,1
684,1,1,0,1,0,0,1,1,0,0
685,1,1,1,1,0,1,1,1,0,0
686,1,0,1,0,0,0,0,0,0,1
687,1,0,1,1,0,0,1,1,1,0
688,0,0,1,0,0,0,1,0,1,0
689,1,1,1,1,0,1,1,1,1,0
690,0,1,0,0,1,1,0,0,0,0
691,1,0,0,1,0,0,0,0,1,0
692,1,0,0,1,1,1,1,1,0,0
693,1,1,1,0,0,0,0,0,1,0
694,1,1,1,0,0,1,1,0,1,0
695,0,0,0,0,1,1,1,0,0,1
696,1,0,1,0,1,1,0,0,1,0
697,0,1,0,0,0,0,1,0,1,0
698,0,1,1,0,0,1,1,1,1,0
699,0,1,1,0,1,0,1,0,1,0
700,1,1,1,0,0,1,0,0,0,0
701,0,0,0,0,1,0,1,1,1,1
702,1,1,0,0,1,0,1,0,1,1
703,0,0,1,0,0,0,0,1,0,1
704,1,1,0,0,0,0,0,1,0,1
705,1,1,1,1,1,1,1,0,0,1
706,0,1,1,0,0,0,0,1,0,1
707,1,1,0,0,1,1,1,0,1,1
708,1,0,1,1,1,0,0,0,0,1
709,1,0,0,0,0,1,1,0,0,0
710,0,1,1,0,1,0,0,0,0,0
711,1,1,0,0,0,1,1,0,0,0
712,0,0,1,1,0,0,1,0,1,0
713,0,1,0,1,1,1,0,0,1,0
714,1,0,1,0,0,0,0,0,0,0
715,0,1,0,1,0,1,1,0,1,0
716,1,0,0,0,0,0,0,1,1,0
717,0,1,0,1,0,0,1,1,1,0
718,1,0,1,0,1,0,0,0,1,1
719,0,1,1,0,0,1,1,1,1,1
720,0,0,0,1,0,1,1,0,1,0
721,0,1,0,0,1,1,1,1,0,0
722,1,1,0,1,1,0,0,0,1,0
723,0,0,1,1,1,0,0,0,1,1
724,0,0,0,0,0,0,0,0,0,1
725,1,1,1,1,0,1,1,1,1,1
726,1,0,1,0,0,1,0,0,1,1
727,1,0,0,0,0,1,0,1,0,1
728,1,0,0,0,1,1,1,1,0,0
729,1,0,1,1,1,0,0,0,1,1
730,1,0,1,0,0,0,0,1,0,1
731,0,0,0,0,0,0,0,0,1,0
732,0,0,0,1,0,1,0,0,1,0
733,0,0,1,0,1,1,1,1,1,1
734,1,1,0,1,0,1,1,1,1,0
735,0,0,0,1,1,0,0,0,0,0
736,0,1,0,0,0,1,0,1,0,1
737,1,1,1,1,0,0,0,1,0,1
738,1,1,0,1,0,0,1,1,0,0
739,0,0,1,1,0,1,0,1,1,1
740,1,0,1,1,0,0,1,0,1,1
741,1,1,1,0,0,1,0,0,1,1
742,1,1,1,0,1,1,1,0,1,0
743,0,0,0,0,1,0,1,1,1,1
744,1,1,0,1,0,1,0,0,1,0
745,0,1,0,1,1,0,1,0,0,0
746,1,0,0,1,0,1,0,0,1,1
747,1,1,0,0,1,0,0,1,0,1
748,0,1,1,0,0,1,1,1,1,1
749,1,0,0,1,0,1,1,0,1,0
750,0,1,0,0,1,1,1,1,0,1
751,1,1,0,1,0,0,0,0,1,1
752,1,0,1,1,1,1,0,1,0,1
753,0,0,0,0,1,1,0,1,1,1
754,0,1,1,0,0,0,1,1,1,1
755,0,1,0,0,0,0,0,1,1,1
756,1,1,0,1,1,1,1,0,1,1
757,1,1,0,0,0,1,1,0,1,0
758,1,0,1,1,1,1,1,0,1,0
759,0,0,0,1,0,1,0,1,0,0
760,1,1,0,0,0,1,0,1,1,0
761,1,0,1,1,1,0,0,1,1,1
762,1,0,0,1,0,1,0,0,1,1
763,1,1,0,1,0,0,0,0,0,0
764,1,0,1,1,1,1,1,0,1,1
765,1,1,1,0,0,1,0,0,1,1
766,1,1,1,1,0,1,1,0,1,1
767,1,1,0,1,0,1,1,1,1,0
768,0,1,1,1,1,1,1,0,1,0
769,0,1,1,1,1,1,0,1,0,1
770,1,1,0,1,1,0,1,0,1,1
771,0,0,1,1,0,1,1,1,1,1
772,0,0,1,1,0,1,1,1,1,1
773,0,0,0,0,0,1,0,1,0,1
774,0,1,1,0,0,1,0,1,1,0
775,0,0,0,1,0,1,1,0,1,0
776,1,0,1,0,1,1,0,1,1,1
777,0,0,1,1,0,0,1,1,0,1
778,0,1,1,1,1,0,0,1,0,1
779,1,1,0,0,0,1,1,0,1,0
780,0,1,0,1,1,0,0,0,1,0
781,1,0,0,0,1,1,1,1,0,1
782,0,0,0,0,0,0,1,1,0,0
783,1,1,1,1,0,0,1,1,1,1
784,0,1,1,1,1,0,0,1,0,0
785,1,0,1,0,1,1,0,1,0,1
786,0,1,1,1,1,0,0,0,1,1
787,1,1,1,1,0,1,1,0,0,1
788,0,0,0,1,0,1,0,0,0,0
789,1,0,0,0,0,0,1,1,0,1
790,0,0,1,0,1,1,0,0,1,1
791,1,0,1,1,0,1,0,0,0,1
792,1,0,0,0,1,1,0,0,0,1
793,1,0,1,1,1,1,0,1,0,1
794,0,1,0,1,1,0,1,0,0,1
795,0,0,1,1,1,0,1,0,0,0
796,1,0,1,1,0,0,0,0,1,1
797,1,1,0,0,0,0,1,1,0,0
798,0,0,1,0,0,1,1,0,0,1
799,1,0,0,0,0,1,0,1,0,1
800,1,0,1,0,0,0,0,0,0,0
801,1,1,1,0,0,1,1,0,1,1
802,1,1,1,1,1,0,0,0,1,1
803,0,1,0,0,0,0,0,0,1,1
804,1,0,0,1,0,0,0,0,1,0
805,1,0,1,0,1,0,1,0,1,0
806,1,1,1,1,0,1,0,0,1,0
807,1,1,0,0,0,0,0,1,0,0
808,1,1,1,0,1,0,0,1,0,0
809,0,0,0,0,1,0,0,0,0,1
810,0,1,0,0,1,0,1,0,1,0
811,0,0,0,1,1,1,0,0,1,1
812,1,1,0,1,0,1,0,0,1,1
813,1,0,0,0,1,1,0,0,0,1
814,0,1,0,1,0,0,0,1,0,0
815,1,0,1,1,0,1,1,1,1,1
816,1,1,1,0,0,0,1,1,1,0
817,0,0,1,0,1,0,1,0,0,1
818,1,0,0,1,0,0,0,0,0,1
819,0,0,0,1,1,0,1,1,0,0
820,0,1,0,0,0,0,1,1,1,1
821,0,1,1,1,1,0,0,0,0,1
822,1,1,0,1,1,0,1,0,0,0
823,1,0,1,0,0,0,0,0,1,0
824,0,0,0,0,1,0,1,1,1,1
825,0,1,1,0,0,1,0,0,1,0
826,1,0,0,0,0,1,1,1,1,1
827,0,1,0,0,0,0,0,1,0,0
828,1,0,1,1,1,0,1,0,0,0
829,0,0,1,0,1,0,0,0,1,0
830,0,1,0,0,0,0,0,1,0,1
831,1,0,0,0,0,0,0,0,1,0
832,1,1,0,0,1,0,0,1,0,0
833,1,1,0,0,0,0,1,1,0,1
834,1,0,1,0,1,0,1,1,0,1
835,1,0,1,0,0,1,1,0,0,0
836,1,0,1,0,1,0,0,1,0,0
837,1,0,0,0,1,1,0,1,1,1
838,0,0,1,1,0,1,1,0,1,1
839,1,1,0,1,0,0,1,0,1,0
840,0,0,1,0,1,1,1,1,0,0
841,0,1,1,0,0,0,1,0,1,0
842,1,1,0,1,0,1,1,1,0,1
843,0,1,0,0,1,1,1,0,0,1
844,1,1,0,0,1,1,1,0,1,1
845,1,0,0,1,1,0,0,1,1,0
846,0,0,1,1,0,1,0,1,0,1
847,1,1,0,1,1,0,0,0,0,0
848,1,0,0,0,0,1,1,1,0,1
849,1,0,0,1,0,1,1,1,0,0
850,0,1,0,0,0,0,0,0,1,0
851,1,1,1,1,0,0,1,1,1,0
852,0,0,1,1,0,1,1,1,0,0
853,1,0,0,0,0,1,0,0,0,1
854,1,1,1,0,0,1,1,0,1,0
855,0,1,0,0,0,1,1,0,1,0
856,0,0,1,0,0,1,0,1,1,1
857,0,1,1,0,0,0,1,1,0,1
858,1,0,0,1,1,0,0,0,1,0
859,1,1,0,0,0,0,1,0,1,1
860,0,1,1,0,1,0,0,0,1,1
861,1,0,1,0,0,0,0,0,0,1
862,0,0,1,1,1,0,1,0,0,0
863,1,0,0,1,1,0,1,1,0,1
864,1,1,0,1,0,0,1,1,0,0
865,1,1,1,1,0,1,1,0,0,0
866,1,1,1,0,1,1,1,1,0,1
867,1,1,0,1,0,0,0,1,1,0
868,0,1,0,1,1,0,0,1,0,0
869,1,0,0,0,1,0,1,1,0,1
870,1,0,1,0,1,1,1,1,0,1
871,1,0,1,0,0,1,1,1,1,1
872,1,0,0,0,0,0,1,0,0,0
873,0,0,0,0,0,0,0,0,1,1
874,0,0,1,1,1,0,1,1,1,1
875,0,0,0,1,0,0,0,0,1,0
876,0,0,1,0,1,1,0,1,0,0
877,0,1,0,1,1,0,0,1,0,1
878,1,1,0,0,1,1,0,1,0,0
879,1,1,0,0,0,0,1,1,1,0
880,1,1,0,1,0,0,1,0,0,0
881,0,0,0,0,1,1,0,0,1,1
882,0,1,0,1,0,1,1,0,1,0
883,0,0,0,1,0,1,0,1,0,0
884,0,0,0,1,1,0,1,1,0,1
885,0,1,1,1,0,1,1,0,1,0
886,1,1,1,0,0,0,0,0,1,1
887,1,0,0,1,0,1,1,1,1,1
888,1,0,0,0,0,0,1,0,1,1
889,1,1,1,1,0,0,1,0,0,1
890,0,0,0,0,1,0,0,0,0,0
891,0,0,0,0,0,0,0,0,0,0
892,0,1,0,0,0,1,0,0,1,1
893,1,1,1,0,1,0,1,1,0,1
894,0,1,0,0,0,0,0,0,1,0
895,1,1,0,0,1,1,1,0,0,0
896,0,0,1,0,0,1,0,0,0,0
897,0,1,0,0,1,1,1,1,0,1
898,0,0,1,0,1,1,1,1,0,0
899,0,0,0,0,0,1,1,1,0,0
900,1,0,0,0,0,1,0,0,0,0
901,1,1,1,1,1,1,0,1,0,1
902,1,0,0,0,0,1,1,1,1,1
903,0,1,0,1,1,0,0,1,1,1
904,1,0,1,0,0,0,1,0,0,0
905,1,1,1,1,0,0,1,1,1,1
906,1,1,1,0,1,1,1,1,0,1
907,1,0,1,1,0,1,1,0,1,1
908,0,1,0,1,1,1,0,0,0,0
909,0,0,0,1,1,0,0,1,1,1
910,0,1,0,1,0,0,0,0,1,0
911,0,0,1,1,0,1,1,0,1,1
912,1,1,0,1,1,0,1,1,0,0
913,1,1,0,1,0,0,0,1,1,1
914,0,0,0,1,1,1,1,0,0,0
915,0,0,1,0,1,1,0,1,0,0
916,1,1,0,1,1,0,0,1,1,0
917,1,1,1,1,1,0,0,1,1,0
918,1,1,0,0,1,1,1,1,1,0
919,1,0,0,0,0,0,0,0,1,0
920,0,1,1,1,0,1,0,1,0,0
921,1,1,0,0,0,0,0,0,0,1
922,1,0,0,1,1,1,1,1,1,1
923,0,1,1,1,0,1,0,1,0,0
924,1,1,0,0,1,1,0,0,1,0
925,0,0,0,0,1,1,1,0,0,0
926,0,0,0,1,1,0,0,0,0,0
927,1,1,1,0,1,0,1,1,1,0
928,0,0,0,0,1,0,0,1,1,1
929,1,0,1,0,0,0,1,1,0,1
930,1,0,0,0,0,1,0,1,0,1
931,1,0,0,0,0,1,0,1,0,1
932,1,0,0,1,1,1,0,0,0,0
933,1,1,0,1,0,0,1,1,0,0
934,1,0,0,1,1,0,0,1,0,0
935,1,0,1,0,0,1,1,1,1,1
936,1,0,1,0,0,1,0,1,0,1
937,0,0,0,1,0,0,1,0,1,1
938,1,0,0,1,0,1,0,0,0,1
939,0,0,1,0,1,1,0,1,1,0
940,0,0,0,1,0,1,0,1,1,1
941,0,0,0,1,0,0,1,0,1,0
942,1,1,0,1,0,1,0,0,1,1
943,1,0,0,1,1,1,0,0,0,1
944,1,1,0,0,0,0,1,0,1,1
945,1,1,0,0,0,1,0,1,1,1
946,1,1,0,0,1,1,1,0,1,1
947,0,1,0,0,1,1,1,1,1,1
948,0,0,1,1,1,0,1,0,0,1
949,0,0,1,1,0,0,0,1,1,1
950,1,0,1,0,0,0,1,1,0,1
951,0,0,1,1,1,0,0,0,1,0
952,0,1,1,0,1,1,0,1,1,1
953,0,1,1,0,1,1,1,1,1,1
954,0,1,1,0,1,1,1,1,0,1
955,0,0,1,1,1,0,0,0,1,0
956,1,0,0,0,0,0,1,0,1,1
957,1,1,0,1,1,0,0,0,1,0
958,1,0,1,1,1,0,0,0,1,1
959,0,0,0,0,1,0,1,0,0,0
960,0,1,1,0,1,1,0,1,1,1
961,0,1,1,1,1,1,0,1,0,0
962,0,0,0,0,1,0,1,0,0,1
963,0,0,0,1,0,0,1,1,1,1
964,0,0,0,0,1,0,1,0,1,1
965,1,1,1,0,1,1,1,0,0,0
966,1,1,0,1,1,1,0,0,0,0
967,1,1,1,1,1,1,1,1,0,1
968,0,0,0,1,0,0,1,0,0,1
969,0,1,1,0,1,0,0,1,1,1
970,0,0,1,1,1,0,1,0,1,0
971,0,1,0,0,0,0,0,1,0,1
972,1,1,0,1,1,1,0,1,0,1
973,0,1,1,1,0,0,1,1,1,1
974,1,0,0,1,1,0,1,0,0,1
975,1,1,1,1,1,0,0,1,1,0
976,1,0,0,1,0,1,1,0,0,1
977,0,0,1,0,1,0,0,0,0,1
978,1,0,0,1,1,1,1,1,0,1
979,1,1,1,0,0,0,0,0,0,1
980,0,0,1,0,0,0,1,0,1,1
981,0,0,0,0,1,0,1,0,0,1
982,0,0,0,0,0,1,0,1,1,0
983,1,0,1,1,1,1,0,1,1,1
984,0,1,1,1,0,0,0,0,1,0
985,0,1,0,0,0,0,0,0,1,1
986,1,0,0,0,1,1,1,1,0,0
987,0,0,0,1,0,0,1,1,1,1
988,1,0,1,1,0,0,1,1,0,0
989,0,0,1,1,1,0,0,1,0,0
990,0,0,0,1,1,0,0,1,1,0
991,1,0,1,1,1,1,0,0,1,1
992,0,1,1,0,0,1,1,0,0,1
993,0,0,1,0,1,0,1,1,1,0
994,1,0,0,0,0,1,0,1,0,0
995,0,1,1,0,0,0,1,0,0,0
996,0,0,0,1,0,0,0,0,0,0
997,1,1,1,1,1,0,0,1,0,1
998,1,0,1,1,0,0,1,1,1,0
999,1,0,1,1,0,0,0,0,0,0
1000,0,1,0,1,1,0,1,1,0,1
1001,0,1,0,1,0,1,1,0,1,0
1002,1,0,0,0,1,0,1,1,1,1
1003,1,0,1,0,1,1,1,1,0,1
1004,1,0,0,0,1,1,1,0,1,0
1005,0,1,0,0,0,0,0,0,0,0
1006,0,1,1,1,1,0,1,1,1,0
1007,1,1,1,0,0,1,0,0,0,0
1008,0,0,0,0,1,0,0,0,1,0
1009,1,0,0,1,1,1,1,1,1,1
1010,0,1,1,0,0,1,1,1,1,1
1011,0,1,1,0,0,0,1,0,0,1
1012,0,1,0,1,0,1,0,1,0,0
1013,1,1,1,1,1,1,1,0,0,1
1014,0,1,1,1,1,1,1,0,0,1
1015,0,1,1,0,0,0,0,1,1,1
1016,1,0,0,0,1,1,1,0,0,1
1017,0,0,0,1,0,0,1,1,0,1
1018,1,1,1,0,1,1,0,0,0,1
1019,0,0,1,0,1,0,0,0,1,1
1020,0,1,1,0,1,1,0,1,0,0
1021,1,0,0,1,1,0,1,0,0,1
1022,0,0,0,0,0,1,0,1,1,0
1023,1,1,1,0,1,1,1,1,1,1
1024,1,0,1,0,1,0,1,1,0,1
1025,1,1,1,1,1,1,1,0,1,1
1026,1,0,0,1,0,1,1,0,0,0
1027,0,1,0,0,1,0,0,1,0,0
1028,0,1,1,1,0,1,0,0,0,1
1029,0,1,1,0,0,0,1,0,0,1
1030,1,1,0,0,0,0,1,0,1,0
1031,1,0,1,0,1,0,1,0,1,1
1032,1,0,1,1,0,0,1,1,1,0
1033,1,0,1,0,1,0,1,1,0,1
1034,0,1,0,0,0,1,1,1,0,0
1035,0,1,0,1,1,0,1,1,1,0
1036,0,0,0,0,1,0,0,1,0,0
1037,0,1,0,1,0,0,0,0,0,1
1038,1,0,1,0,1,0,1,1,1,1
1039,0,0,1,1,0,0,1,0,1,0
1040,1,0,1,1,0,0,1,1,1,0
1041,1,0,1,1,1,1,1,0,0,1
1042,1,0,1,1,0,1,0,0,1,1
1043,0,1,0,1,0,1,0,0,0,1
1044,0,0,0,1,1,0,0,0,0,0
1045,0,1,1,0,0,1,0,0,1,0
1046,0,1,0,1,1,0,1,0,1,1
1047,1,0,0,0,0,0,0,1,0,1
1048,1,1,0,0,1,1,1,1,1,1
1049,1,0,1,0,0,1,1,1,1,1
1050,0,1,0,1,1,0,0,0,1,1
1051,0,0,1,0,1,0,0,0,0,1
1052,1,1,1,1,1,1,1,0,1,0
1053,1,0,1,0,1,0,1,0,1,0
1054,1,0,1,0,1,0,0,0,0,0
1055,1,0,0,1,0,1,0,1,1,0
1056,1,0,1,1,1,1,1,0,0,0
1057,0,1,0,1,1,1,0,0,1,1
1058,1,1,1,0,1,0,1,0,1,0
1059,1,1,1,1,0,1,0,1,0,0
1060,1,1,1,0,0,0,1,1,1,1
1061,1,1,0,0,1,1,1,1,1,1
1062,1,1,1,1,0,0,1,0,1,0
1063,0,0,1,1,1,0,1,1,0,0
1064,1,0,0,0,1,0,0,0,0,1
1065,0,0,0,0,1,1,1,0,0,1
1066,0,0,1,0,0,1,0,1,0,1
1067,0,0,0,0,1,1,0,0,0,1
1068,1,1,0,1,1,0,0,1,1,1
1069,0,0,0,1,0,0,0,0,1,1
1070,0,1,1,0,0,1,1,0,1,1
1071,1,1,0,1,0,1,1,1,0,1
1072,0,1,1,1,0,1,0,0,1,1
1073,0,0,1,1,1,0,1,0,1,0
1074,1,0,1,0,1,0,1,0,1,0
1075,0,0,1,0,0,0,0,1,0,0
1076,0,0,1,1,0,0,1,1,1,1
1077,0,1,1,1,1,0,1,0,1,1
1078,0,1,1,1,1,1,1,1,0,0
1079,0,1,0,0,1,0,1,1,1,1
1080,1,0,0,1,0,0,1,0,0,0
1081,1,1,0,0,1,1,1,1,0,1
1082,0,1,0,0,0,0,1,0,0,0
1083,1,1,1,0,1,0,0,1,1,0
1084,1,1,1,1,1,1,0,1,0,1
1085,1,1,0,1,1,1,1,1,0,0
1086,1,1,0,1,1,0,1,1,0,0
1087,0,1,0,0,1,0,0,1,0,1
1088,0,1,1,0,0,0,1,1,0,0
1089,0,0,1,0,1,1,1,0,0,1
1090,1,0,1,0,0,1,1,1,0,0
1091,1,0,1,1,1,1,0,0,0,0
1092,1,1,0,0,1,1,0,1,1,1
1093,1,0,1,0,0,0,1,1,1,0
1094,0,0,0,1,1,0,0,0,1,0
1095,1,1,1,1,1,1,0,1,0,1
1096,0,1,1,0,0,1,1,1,0,0
1097,1,0,0,0,1,0,0,1,0,0
1098,0,0,1,1,1,1,1,0,1,0
1099,1,1,1,1,1,1,1,0,1,0
1100,0,0,0,1,0,1,0,0,1,0
1101,1,0,0,1,0,0,0,1,1,0
1102,1,1,1,0,0,1,0,0,1,0
1103,0,0,1,0,1,0,0,1,1,1
1104,0,0,1,1,1,1,1,1,0,0
1105,1,1,1,1,1,1,0,0,0,1
1106,0,0,0,0,0,0,1,1,1,0
1107,1,0,1,1,1,0,0,1,0,0
1108,1,1,0,0,0,1,0,1,1,1
1109,0,0,0,0,1,1,0,1,1,0
1110,1,1,1,0,0,0,0,1,0,1
1111,1,0,0,0,1,0,1,1,0,0
1112,1,1,1,0,0,0,0,1,0,0
1113,0,1,0,1,0,0,1,1,1,1
1114,0,0,1,0,0,1,1,0,0,0
1115,0,0,1,0,1,1,1,0,0,0
1116,0,1,0,1,0,1,0,0,0,0
1117,0,1,1,1,0,0,1,0,0,1
1118,0,0,1,1,0,1,0,1,0,0
1119,1,0,1,1,1,1,1,1,0,1
1120,1,0,0,0,1,0,1,1,1,0
1121,0,0,1,0,1,0,1,0,0,1
1122,0,1,1,0,0,0,0,1,1,1
1123,0,0,0,1,0,1,0,1,1,0
1124,1,0,0,0,0,1,1,0,0,1
1125,1,1,1,1,1,0,0,1,1,1
1126,0,1,1,1,0,1,1,1,0,1
1127,1,1,0,0,1,0,1,1,0,1
1128,1,0,0,0,0,0,0,1,0,0
1129,1,0,1,1,0,1,0,1,0,1
1130,0,0,0,1,1,0,1,1,1,1
1131,0,0,0,1,0,0,0,1,0,0
1132,0,1,0,0,1,1,1,0,1,0
1133,1,1,1,0,0,1,1,1,0,0
1134,1,0,1,0,1,0,1,0,0,0
1135,0,0,1,0,1,1,0,1,1,1
1136,1,1,1,1,0,0,0,1,1,1
1137,1,0,1,0,0,1,0,0,1,1
1138,0,0,0,0,1,1,0,0,0,0
1139,1,1,1,0,0,0,1,1,1,0
1140,0,1,0,0,1,1,0,0,0,1
1141,0,0,0,0,1,0,0,1,1,1
1142,1,0,1,1,1,1,1,0,1,0
1143,1,0,1,1,0,1,0,0,1,0
1144,0,1,0,1,0,0,1,1,1,0
1145,1,0,1,0,0,1,1,0,1,0
1146,0,1,0,0,1,0,1,1,1,1
1147,1,1,0,0,0,0,0,0,1,0
1148,0,0,0,0,1,1,0,1,0,0
1149,1,0,0,0,0,0,0,1,0,1
1150,0,0,1,0,1,1,0,1,0,0
1151,1,0,0,0,1,1,0,1,0,0
1152,1,1,0,0,0,0,1,0,0,0
1153,1,0,0,0,0,0,0,1,1,0
1154,1,1,0,1,1,0,0,1,1,0
1155,1,0,1,0,0,1,1,0,1,1
1156,1,0,0,1,1,0,1,1,1,1
1157,1,1,0,0,1,0,0,1,1,1
1158,0,1,1,0,0,1,1,1,1,0
1159,1,1,0,0,1,1,1,1,1,0
1160,1,1,0,0,1,1,1,0,0,1
1161,0,1,1,1,0,1,0,1,0,0
1162,1,0,0,1,1,0,0,0,0,1
1163,0,1,0,1,0,1,1,0,0,0
1164,1,0,0,0,1,0,0,1,1,0
1165,0,1,0,1,0,0,1,1,0,1
1166,1,0,0,1,1,1,1,0,1,1
1167,0,1,1,0,1,0,0,0,0,1
1168,1,1,1,1,1,0,0,1,1,0
1169,0,1,1,0,0,1,0,0,1,0
1170,0,1,1,0,1,0,1,0,0,0
1171,0,0,0,0,0,1,1,0,1,0
1172,0,0,0,1,0,0,1,1,0,0
1173,0,0,0,1,1,1,0,0,1,1
1174,0,1,0,1,0,1,0,1,1,0
1175,0,0,0,1,0,1,0,0,0,1
1176,0,1,0,1,0,1,1,0,1,0
1177,1,0,1,1,0,0,0,1,1,0
1178,1,0,0,0,0,0,1,0,0,1
1179,0,0,1,0,1,0,0,0,0,0
1180,1,1,1,1,0,0,0,0,0,1
1181,1,1,0,1,0,0,0,1,0,1
1182,0,0,1,0,0,0,1,0,1,1
1183,0,1,1,0,0,1,0,1,0,0
1184,1,0,0,1,1,1,0,0,1,0
1185,0,1,1,0,0,1,1,1,1,1
1186,1,0,1,0,1,1,1,1,0,0
1187,1,0,1,0,1,1,1,1,0,0
1188,1,1,0,1,1,1,0,1,1,1
1189,1,0,1,0,1,0,1,1,1,1
1190,0,0,0,1,1,1,0,0,1,0
1191,0,1,0,0,1,0,1,1,1,1
1192,0,0,0,1,0,0,1,1,0,0
1193,0,1,1,1,0,1,0,1,0,1
1194,0,1,1,1,1,0,0,0,0,0
1195,0,1,0,0,0,0,0,0,1,0
1196,0,1,1,1,1,0,0,1,0,0
1197,0,1,1,1,0,0,1,1,1,1
1198,1,0,0,1,1,1,1,1,1,0
1199,0,0,0,0,1,0,1,0,1,0
1200,1,0,0,1,1,0,1,1,1,0
1201,1,0,1,0,0,1,0,1,0,0
1202,1,0,1,1,0,1,0,1,1,1
1203,0,1,1,0,0,1,0,1,0,1
1204,1,1,0,1,0,0,0,1,0,0
1205,1,0,0,1,0,1,0,0,0,1
1206,1,0,0,1,0,1,1,1,0,0
1207,0,0,1,0,1,1,0,0,0,1
1208,0,1,1,1,0,0,1,1,0,0
1209,1,0,1,1,0,1,0,0,1,0
1210,0,0,1,0,0,0,1,0,0,1
1211,1,0,1,1,0,1,1,0,0,1
1212,1,1,0,0,1,0,0,0,1,0
1213,0,0,0,1,0,0,0,0,0,0
1214,1,1,0,0,1,1,0,0,1,1
1215,0,0,1,1,0,0,1,1,1,1
1216,1,1,1,1,1,1,0,1,1,0
1217,0,0,0,1,0,1,1,0,1,0
1218,0,1,0,1,0,1,0,1,0,1
1219,1,1,1,0,0,1,0,1,0,1
1220,0,0,0,1,1,0,1,1,1,1
1221,1,0,0,1,1,1,1,0,1,1
1222,0,1,0,0,1,1,1,0,1,1
1223,0,1,0,1,1,0,0,0,1,0
1224,0,1,0,0,1,0,1,0,0,0
1225,0,0,1,1,1,0,0,0,1,0
1226,0,0,0,0,0,0,1,0,0,0
1227,0,1,0,1,1,1,1,1,0,0
1228,1,1,1,1,0,1,1,1,1,1
1229,1,0,1,0,0,0,1,1,0,0
1230,1,0,1,0,1,1,0,1,0,1
1231,1,1,0,1,0,0,0,0,0,0
1232,1,0,1,1,0,1,0,0,1,0
1233,1,0,0,1,1,0,1,1,1,1
1234,1,0,0,1,1,0,0,0,1,1
1235,0,1,1,0,1,1,0,0,0,1
1236,1,1,1,0,1,0,0,1,0,1
1237,0,0,0,1,1,0,0,0,0,0
1238,0,0,0,0,1,1,0,1,1,0
1239,1,0,0,1,1,1,0,0,1,1
1240,1,0,0,1,1,1,1,1,1,1
1241,1,0,0,0,1,0,1,0,1,1
1242,0,0,0,1,1,0,0,1,1,0
1243,0,0,1,1,1,1,0,0,0,0
1244,1,0,0,0,0,1,1,0,0,0
1245,1,0,1,1,0,0,0,1,0,0
1246,0,0,1,1,0,0,0,1,0,0
1247,1,0,0,1,0,1,0,0,1,0
1248,1,0,1,0,0,0,1,1,0,0
1249,0,0,1,1,1,0,0,1,1,0
1250,0,1,1,0,1,1,0,0,1,0
1251,1,0,0,1,1,1,0,1,1,0
1252,1,1,0,1,1,1,1,0,0,1
1253,0,0,1,0,1,0,0,0,0,1
1254,0,1,0,1,1,1,0,0,1,0
